question,answer
Apakah hibah mengurangi hak waris?,"Pada dasarnya seorang pemilik harta kekayaan berhak dan leluasa memberikan (hibah) harta bendanya kepada siapapun, termasuk pula kepada anak-anaknya dengan syarat pemberian (hibah) tersebut tidak menutup dan tidak mengurangi hak-hak yang lain sebagai ahli waris."
Antara wasiat dan warisan yang mana yang harus didahulukan?,Dalam surat An-Nisa ayat 11-12 dijelaskan juga bahwa dalam hukum waris Islam kedudukan wasiat sangat penting sehingga harus didahulukan sebelum dilakukannya pembagian harta warisan yang ditinggalkan oleh pewaris kepada ahli waris.
Bagaimana ketentuan wasiat bagi orang yang tidak memiliki ahli waris?,"Dalam ketentuan hukum Islam, orang memiliki ahli waris dilarang mewasiatkan lebih dari sepertiga harta yang dimilikinya. Sementara, orang yang sama sekali tidak memiliki ahli waris diperbolehkan untuk berwasiat dengan seluruh hartanya."
Bagaimana jika wasiat tidak dijalankan?,"Jika wasiat yang ditinggalkan tidak bertentangan dengan hukum waris, maka wasiat itu harus tetap dilaksanakan. Namun lain halnya jika wasiat yang ditinggalkan justru melanggar hukum waris yang telah ditetapkan oleh Allah SWT."
Bolehkah wasiat ditolak?,wasiat bisa ditolak oleh Legitimaris yang merasa bagian mutlaknya dilanggar.
Apakah wasiat boleh ditolak?,"Apabila penerima wasiat mengetahui adanya wasiat dan menolak untuk menerima wasiat, maka wasiat tersebut dinyatalkan batal, sehingga tidak perlu ada upaya lain untuk membatalkan wasiat tersebut."
Berapakah batas maksimal pemberian wasiat?,"Batasan maksimal wasiat secara umum adalah 1/3 dari harta peninggalan. Wasiat untuk orang lain tidak harus dengan izin ahli waris. Hal ini berbeda dengan wasiat untuk ahli waris, baru diperbolehkan apabila ahli waris lain mengizinkan."
Siapa yang berhak mendapat wasiat wajibah?,Wasiat Wajibah dapat diberikantidak hanya kepada anak angkat sebagaimana diatur dalam Pasal 209 KHI namunjuga dapat diberikan kepadaahli waris yang tidak beragama islam.
Apakah semua wasiat itu wajib dilaksanakan?, wasiat wajib dilaksanakan apabila wasiat itu tidak bertentangan dengan aturan Allah dan Rasul-Nya
Apakah wasiat dapat ditarik kembali?,"Orang yang memberi wasiat itu boleh saja menarik kembali wasiat yang dinyatakan, baik itu wasiat yang berkaitan dengan kekuasaan atau wilayah. Pencabutan kembali wasiat itu dapat dilaksanakan dengan lisan atau dengan perbuatan."
Apakah sah surat wasiat tanpa notaris?,"Sebenarnya kedudukan wasiat tanpa akta notaris menurut Hukum Islam adalah sah, namun tidak mempunyai kekuatan hukum negara apabila terjadi masalah setelah pewasiat meninggal dunia."
Apakah wasiat itu harus tertulis?,surat wasiat harus dibuat tertulis dihadapan notaris atau disimpan/dititipkan oleh notaris baik itu surat wasiat notariil atau surat wasiat di bawah tangan hingga saat pelaksanaan wasiat itu tiba (Pasal 931 KUHPerdata).
Apakah wasiat hanya berupa harta?,"Dalam istilah hukum islam, wasiat adalah pemberian seseorang kepada orang lain, baik berupa barang, piutang maupun manfaat untuk dimiliki oleh orang yang diberi wasiat sesudah orang yang berwasiat mati."
Siapa yang bisa menjadi pelaksana wasiat?,"Seoarang pelaksana wasiat pada dasarnya diangkat oleh seorang pewaris. Tidak jarang terjadi, bahwa salah seorang dari ahli waris diangkat menjadi pelaksana (misalnya suami atau istri yang lebih panjang umurnya apabila ia mewarisi besama dengan anak-anak) . hal ini sesuai dengan Pasal 1005 KUHPerdata."
Apakah wasiat bisa diwakilkan?,Di dalam penyerahan surat wasiat seseorang tidak diharuskan untuk datang sendiri dihadapan notaris akan tetapi dapat diwakilkan kepada orang lain dengan cara dibuatkan kuasa.
Surat wasiat disimpan dimana?,"Surat ini dapat disimpan di notaris secara terbuka atau disegel secara tertutup. Surat Wasiat Olografis terbuka, penulis menyerahkan pada notaris sehingga notaris dapat melihat dan membaca surat itu untuk memahami isinya, kemudian memberikan keterangan mengenai penyimpanan itu di bagian bawah surat wasiat."
Wasiat didaftarkan kemana?,Pada praktiknya surat wasiat dibuat dalam bentuk akta notaris dan kemudian didaftarkan pada daftar pusat wasit di Kementerian Hukum dan Hak Asasi Manusia.
Berapa macam surat wasiat?,"Berdasarkan Pasal 931 KUHPerdata, surat wasiat dapat dibedakan menjadi 3, yakni surat wasiat olografis, surat wasiat umum, dan surat wasiat khusus."
Apakah bisa wasiat disampaikan secara lisan?,Pelaksanaan surat wasiat yang dibuat secara lisan berdasarkan Sistem Hukum Islam dapat dilaksanakan dengan ketentuan adanya saksi minimal 2 orang atau dihadapan notaris. Serta dapat dilakukan pembatalan jika tidak memenuhi syarat ahli waris dapat mengajukan tuntutan atau pembatalan wasiat.
Wasiat apakah harus ada saksi?,"Wasiat dilakukan secara lisan dihadapan dua orang saksi, atau tertulis dihadapan dua orang saksi, atau dihadapan Notaris."
Berapakah batas wasiat yang dilaksanakan?,Batasan wasiat yang diatur dalam Kompilasi Hukum Islam untuk mewasiatkan sebanyak-banyaknya 1/3 (sepertiga) harta warisan ini merupakan suatu perlindungan terhadap semua ahli waris yang bersang- kutan.
Apakah wasiat dapat ditarik kembali?,"Orang yang memberi wasiat itu boleh saja menarik kembali wasiat yang dinyatakan, baik itu wasiat yang berkaitan dengan kekuasaan atau wilayah. Pencabutan kembali wasiat itu dapat dilaksanakan dengan lisan atau dengan perbuatan."
Wasiat bisa berupa apa saja?,"Surat Wasiat Geheim. Bentuk paling umum dari surat wasiat adalah surat geheim,Surat Wasiat Openbaar Testament,Surat Wasiat Olografis,Surat Wasiat Darurat."
Kapan berlakunya surat wasiat?,Wasiat berlaku setelah si pewaris meninggal dunia. 2. Surat wasiat pada suatu waktu dapat dicabut oleh si pembuat wasiat sendiri atau dapat diubah semasa si pewaris masih hidup.
Antara wasiat dan warisan yang mana yang harus didahulukan?,Dalam surat An-Nisa ayat 11-12 dijelaskan juga bahwa dalam hukum waris Islam kedudukan wasiat sangat penting sehingga harus didahulukan sebelum dilakukannya pembagian harta warisan yang ditinggalkan oleh pewaris kepada ahli waris.
Apakah surat wasiat bisa digugat di pengadilan?,"Sebagaimana yang telah dijelaskan dalam undang-undang Perdata maupun Hukum Islam di atas, bahwa wasiat hanya bisa digugat oleh ahli waris"
Apakah seorang anak angkat dapat sekaligus sebagai ahli waris dan penerima wasiat?,"Anak angkat tidak bisa menjadi ahli waris orang tua angkatnya. Demikian juga sebaliknya, orang tua angkat tidak bisa menjadi ahli waris anak angkatnya. Dalam hukum kewarisan, sesuai dengan ketentuan pasal 209 KHI kalau orang tua angkat meninggal dunia, maka anak angkat akan mendapat wasiat wajibat."
Kepada siapakah wasiat tidak boleh diberikan?,"Terkait penerimanya, para ulama umumnya sepakat bahwa wasiat tidak dapat diberikan kepada ahli waris. Yang dimaksud dengan ahli waris di sini adalah mereka yang mendapatkan bagian warisan sesuai dengan ketentuan hukum Islam."
Surat wasiat diatur dimana?,"Aturan mengenai surat wasiat termuat dalam Pasal 874 KUHP Perdata (KUHPer). Dalam pasal tersebut dinyatakan bahwa, berdasarkan Undang-Undang yang sah semua harta peninggalan seseorang yang sudah meninggal dunia merupakan milik dari ahli waris."
Kapan hukum wasiat diharamkan?,"Wasiat menjadi haram jika wasiat dilaksanakan melebihi sepertiga harta yang dimilikinya, atau berwasiat kepada orang yang berburu harta dan merusak."
Pembatalan hibah diajukan kemana?,"Proses pembatalan hibah pada dasarnya hanya dapat dilakukan dengan cara pengajuan gugatan materi pokok pembatalan hibah kepada Pengadilan Negeri. Pengajuan gugatan tersebut dimintakan oleh penghibah yang diajukan ke Pengadilan Negeri, supaya hibah tersebut dibatalkan dan dikembalikan kepadanya."
Apakah hibah dapat di gugat?,Sertifikat tanah hibah bisa dilakukan pembatalan atau gugatan apabila terdapat alasan administratif dan alasan lainnya.
Bagaimana suatu hibah dapat dianggap sah?,"Hibah sah mengikat penghibah dan memberikan akibat sejak penghibahan tersebut diterima oleh penerima hibah. Berarti hibah harus dilakukan ketika pemberi hibah dan penerima hibah masih hidup. Jadi, sepanjang hibah sudah dilakukan, lalu penerima hibah meninggal dunia, hibah itu tetap sah."
Sahkah hibah tanpa saksi?,Jadi hukum Islam membolehkan melakukan hibah tanpa saksi. Sementara didalam hukum Perdata apabila melakukan hibah tidak menghadirkan saksi dan tidak dicatatkan di hadapan notaris maka hibah itu cacat hukum.
Apakah sah hibah tanpa persetujuan ahli waris?,"Hibah orang tua kepada salah satu anaknya sebenarnya boleh tanpa harus izin atau persetujuan anak yang lainnya. Kecuali pemberi hibah dalam keadaan sakit yang dekat dengan kematian maka hibahnya harus mendapat persetujuan dari ahli warisnya, dalam hal ini persetujuan anak- anak yang lainnya."
Apa dasar hukum mencabut hibah?,"Pencabutan hibah dapat dilakukan dengan dasar hadits Rasulullah saw yang diriwayatkan oleh Imam Ahmad dan Imam mengatakan: “Tidak halal bagi seorang Muslim memberi sesuatu pemberian kemudian ia menarik kembali pemberiannya itu, kecuali seorang ayah yang memintanya kembali pemberian yang diberikan kepada anaknya”."
Mengapa hibah yang telah diberikan tidak boleh diambil kembali?,"Pada dasarnya, hibah tidak bisa ditarik kembali, kecuali karena hal-hal berikut: Syarat-syaratnya tidak dipenuhi. Penerima hibah melakukan atau membantu melakukan kejahatan yang bertujuan menyebabkan kematian penghibah atau kejahatan lainnya terhadap penghibah."
Bagaimana cara menghindari hal hal yang tidak diinginkan dalam melakukan hibah?,"pemberian hibah perlu disertai dengan surat persetujuan dari anak kandung ataupun ahli waris pemberi hibah. Selain itu, pemberian hibah juga sebaiknya tidak melanggar hak mutlak ahli waris atau bagian warisan yang telah ditetapkan oleh undang-undang untuk tiap-tiap ahli waris."
Bagaimana jika pemberi hibah sudah meninggal?,hibah meninggal maka ia akan berganti menjadi seorang pewaris. hal ini maka harta benda yang telah dihibahkan tersebut menjadi hitungan dalam suatu masalah kewarisan sehingga seorang penerima hibah pasti akan terlibat dalam masalah pembagian waris.
Apakah surat hibah kuat dimata hukum?,Surat hibah tanah mempunyai kekuatan hukum karena diatur dalam Pasal 1666 Kitab Undang-Undang Hukum Perdata (KUHPerdata).
Bolehkah kita menolak hibah?,Pemberi hibah dapat mengajukan pembatalan hibahnya apabila dapat dibuktikan di Pengadilan bahwa syarat-syarat dalam penghibahan tidak dipenuhi oleh penerima hibah.
Siapa yang boleh menarik kembali hibah?,"Hibah dalam hukum Islam juga tidak dapat ditarik kembali, kecuali hibah orang tua kepada anaknya (Pasal 212 KHI)."
Apa yang membedakan warisan dengan hibah?,hibah adalah pemberian suatu barang dari seseorang (pemberi hibah) kepada orang lain pada saat masih hidup dan pelaksanaan pembagiannya dilakukan pada saat pemberi hibah masih hidup pula. Waris atau pewarisan ialah peralihan harta benda milik pewaris kepada ahli waris.
Jelaskan kapan hukum hibah berubah menjadi haram?,"Hibah menjadi haram manakala yang diberikan berupa barang haram, misalnya minuman keras, dan lain sebagainya. Hibah juga haram apabila diminta kembali, kecuali hibah yang diberikan orang tua kepada anaknya tapi bukan sebaliknya."
Kapan hukum hibah menjadi makruh?,"Hibah tersebut bisa menjadi makruh hukumnya apabila dalam pemberian hibah tersebut mengibahkan sesuatu dengan imbalan sesuatu yang baik, baik berimbang maupun lebih, hukumnya adalah makruh."
Bagaimana jika orang yang diberi hibah ada tetapi dalam keadaan hilang akal?,"Bila hibah terhadap anak di bawah umur atau orang yang tidak waras akal pikirannya, maka harus diserahkan kepada wali atau pengampu yang sah dari mereka."
Jika terjadi sengketa harta yang diwakafkan Dimanakah pengadilan yang berhak menyelesaikan?,Apabila ada sengketa keperdataan lainnya maka yang mempunyai kewenangan untuk mengadili adalah Pengadilan Negeri. Dalam hal sengketa wakaf itu murni mengenai wakaf maka yang berwenang adalah Pengadilan Agama.
Bagaimana penyelesaiannya apabila terjadi sengketa wakaf?,"(1) Penyelesaian sengketa perwakafan ditempuh melalui musyawarah untuk mencapai mufakat. b. (2) Apabila penyelesaian sengketa sebagaimana dimaksud pada ayat satu (1) tidak berhasil, sengketa dapat diselesaikan melalui mediasi, arbitrase, atau pengadilan."
Kapan harta wakaf bisa dipindahkan?,"Menurut Imam Ahmad, harta wakaf tidak boleh dijual atau diganti yang lain, kecuali bila tidak bisa dimanfaatkan secara keseluruhan, atau tidak mungkin diperbaiki, sehingga jika tidak dapat dimanfaatkan, maka boleh dijual atau diganti dengan yang lain."
Bolehkah tanah wakaf yang sudah diwakafkan diambil kembali oleh ahli warisnya?,Berdasarkan Undang-Undang yang telah dijelaskan di atas menjelaskan bahwa ahli waris tidak boleh meminta kembali wakaf yang sudah diwakafkan pendahulunya.
Bolehkah harta yang sudah diwakafkan oleh orang tuanya lalu dijual oleh ahli warisnya?,Harta yang telah diwakafkan tidak boleh dijual oleh siapapun sebagai miliknya sendiri. Tidak boleh dihibahkan dengan sesuatu hal yang menghilangkan kemanfaatannya. Demikian pula apabila Wakif meninggal dunia maka wakaf tersebut tidak boleh diwariskan.
Apa saja hambatan dalam pengelolaan wakaf?,"Tantangan pertama, kata dia, yaitu terkait validasi data aset wakaf, termasuk wakaf uang atau wakaf tunai. Kedua, peningkatan pengumpulan wakaf uang. Ketiga, sertifikasi tanah wakaf. Keempat, sengketa tanah wakaf yang memerlukan mediasi dan advokasi serta ruislag (tukar guling) tanah wakaf yang bermasalah."
Apa saja hal hal yang bisa membatalkan wakaf?,"Pada dasarnya, wakaf yang telah diikrarkan tidak dapat dibatalkan. Namun, jika kemudian hari ada perkara di bidang wakaf (seperti misalnya tidak terpenuhinya syarat wakaf), pengadilan agama bertugas dan berwenang untuk memeriksa, memutus, dan menyelesaikan perkara tersebut, yakni dengan membatalkan ikrar wakaf."
Bagaimana jika harta wakaf sudah tidak bisa dimanfaatkan lagi?,apabila barang/benda yang diwakafkan sudah mulai berkurang manfaatnya atau rusak maka boleh dipergunakan untuk lainnya yang serupa. Boleh dijual dan hasilnya untuk meneruskan wakafnya.
Harta yang masih dalam sengketa apakah boleh diwakafkan?,"tanah yang masih dalam status sengketa, atau belum jelas kepemilikannya tidak boleh diwakafkan."
Bagaimana wakaf seseorang bisa dikatakan sah?,1. Benda yang diwakafkan harus berharga atau bernilai. 2. Benda tersebut adalah milik pewakaf sepenuhnya.
Apakah tanah wakaf bisa diubah statusnya?,Pada dasarnya perubahan peruntukkan atau penggunaan wakaf tanah milik selain yang diikrarkan dalam ikrar wakaf tidak dapat dirubah. Perubahan dapat dilakukan jika mendapatkan izin dari Menteri Agama Republik Indonesia.12 Para ulama berpendapat bahwa harta wakaf itu dapat ditukar atau dijual jika keadaan menghendakinya.
Bolehkah benda wakaf diganti dengan benda lain?,"Secara fiqih, ada beberapa hal yang tidak diperbolehkan bagi seseorang yang telah memutuskan untuk berwakaf. Yakni apabila aset yang menjadi benda wakaf dijual, disita, diwariskan, ditukar, dihibahkan, atau dialihkan dalam bentuk lainnya."
Apakah wakaf dan warisan sama?,"harta wakaf sudah bukan lagi milik pribadinya ketika ia masih hidup, maka ketika ia meninggal dunia, harta wakaf itu tidak termasuk harta warisan, tidak bisa diwarisi."
Bagaimana hukum tanah wakaf yang digunakan untuk kepentingan pribadi?,Hukum pemanfaatan tanah wakaf untuk kepentingan usaha pribadi menurut hukum Islam adalah hukumnya haram dan tidak boleh dilakukan.
Mengapa harta wakaf tidak diperjualbelikan?,"hukum menjual tanah wakaf harus berdasarkan syariat agama Islam, sehingga penerima tanah wakaf tidak dapat semerta-merta memperjual belikan tanah wakaf sembarangan."
Bolehkah mewakafkan sebidang tanah tanpa persetujuan dari ahli warisnya?,"Berdasarkan ketentuan Pasal 8 ayat (1) Undang-Undang Nomor 41 Tahun 2004, izin ahli waris tidak termasuk salah satu persyaratan pelaksanaan wakaf. Dengan demikian wakaf sah dilakukan oleh wakif tanpa izin ahli warisnya."
Bisakah wakaf atas nama orang yang sudah meninggal?,menghadiahkan pahala wakaf untuk orang yang sudah tiada itu tentu saja boleh.
Bolehkah mengalihkan fungsi tanah wakaf atau di tukar dengan tanah yang lain?,"Sebagaimana tertera dalam Pasal 40. Meliputi, tanah wakaf tidak boleh dijadikan jaminan, disita, dihibahkan, dijual, diwariskan, ditukar, atau dialihkan dalam bentuk pengalihan hak lainnya. Kendati demikian, tanah wakaf dapat dialihkan statusnya apabila digunakan untuk kepentingan umum."
Apakah harta wakaf diperbolehkan untuk dijual kembali oleh penerima wakaf?,"tidak boleh dijualbelikan, tidak boleh dihibahkan, dan juga tidak boleh diwariskan."
Bolehkah sebagian tanah wakaf masjid dialihkan untuk jalan?,"Tanah wakaf untuk masjid dapat dialihkan sebagian untuk jalan akses yang dibutuhkan masyarakat, namun harus ditukar dengan harta benda yang manfaat dan nilai tukarnya sekurang-kurangnya sama dengan bagian tanah yang hendak dijadikan jalan tersebut."
Ketika bangunan yang telah diwakafkan rusak dan roboh akibat gempa Apakah boleh untuk dijual?,Barang wakaf tidak boleh dijual meski sudah rusak
Apa saja harta yang di wakafkan berupa harta benda yang tidak bergerak?,"Benda yang bisa diwakafkan tidak hanya berupa benda tidak bergerak seperti hak atas tanah saja, tetapi bisa juga benda tidak bergerak lainnya seperti bangunan atau bagian bangunan yang berdiri di atas tanah, hak milik atas satuan rumah susun, atau benda bergerak seperti uang, logam mulia, kendaraan"
Bagaimana status hukum wakaf yang tidak dicatatkan atau dibuat akta ikrar wakaf?,"Kedudukan tanah wakaf yang tidak memiliki akta ikrar wakaf menurut hukum Islam sah apabila syarat dan rukun perwakafan terpenuhi, namun menurut hukum positif Indonesia keberadaan tanah wakaf harus ditunjang dengan adanya pencatatan administrasi agar tanah wakaf tersebut mendapatkan perlindungan hukum"
Apa perbedaan wakaf dan hibah?,"Barang wakaf harus memiliki manfaat untuk kepentingan masyarakat luas, sementara hibah dapat diberikan kepada perorangan atau kelompok untuk kepentingan bersama atau pribadi."
Bolehkah kita mengelola harta wakaf dan mengambil untung dari harta wakaf tersebut?,"Tentu saja tidak boleh, karena pada prinsipnya setiap harta yang telah diwakafkan telah dilepaskan kepemilikannya, termasuk hak-hak lain yang menyertainya."
Bagaimana penyelesaiannya apabila terjadi sengketa wakaf?,"(1) Penyelesaian sengketa perwakafan ditempuh melalui musyawarah untuk mencapai mufakat. b. (2) Apabila penyelesaian sengketa sebagaimana dimaksud pada ayat satu (1) tidak berhasil, sengketa dapat diselesaikan melalui mediasi, arbitrase, atau pengadilan."
Apakah dalam wakaf ada masa berlaku?,"Setelah ikrar wakaf itu dinyatakan oleh waqif, maka mulai saat itu pindahlah kepemilikan benda itu kepada Allah, artinya masyarakat umumlah yang sekarang ini memiliki hak atas manfaat benda yang diwakafkan (mauquuf). diambil pengertian bahwa wakaf bersifat abadi dan tidak dibatasi oleh waktu (ta'biid - selama-lamanya)."
Bagaimana hukum wakaf jika salah satu rukun tidak ada?,"Apabila ada salah satu rukun wakaf yang tidak dilaksanakan, maka pelaksanaan wakaf tersebut tidak sah."
Mengapa wakaf melalui uang tidak sah secara hukum?,Wakaf dengan uang menimbulkan pro dan kontra disebabkan karena wujud/fisik uang itu sendiri akan hilang ketika dimanfaatkan atau digunakan.
Hal hal apa saja yang membuat wakaf menjadi tidak sah?,"Pasal 40 UU Wakaf mengatur secara khusus perubahan status harta benda wakaf. Ada tujuh perbuatan hukum yang dilarang dilakukan: dijadikan jaminan, disita, dihibahkan, dijual, diwariskan, ditukar, atau dialihkan dalam bentuk pengalihan lainnya."
Bagaimana jika nadzir wakaf meninggal?,"Dalam mengelola dan mengembangkan harta benda wakaf, nadzir diberhentikan dan diganti dengan nadzir lain apabila yang bersangkutan meninggal dunia, atau atas permohonan sendiri, atau tidak dapat melakukan kewajibannya lagi sebagai nadzir, dan atau melakukan suatu kejahatan sehingga dipidana."
Bagaimana hukum zakat bagi orang yang tidak mampu?,"orang yang tidak mampu membayar zakat fitrah tidak memiliki kewajiban apa pun terkait zakat, termasuk kewajiban mengqadha."
Apakah orang yang membayar pajak bisa menggantikan kewajiban zakatnya?,tidak dapat menggantikan pembayaran zakat yang wajib hukumnya dalam Islam.
Apabila ada orang Islam yang mengeluarkan zakat untuk pembangunan masjid apakah zakat nya sah atau tidak?,zakat tidak dapat diberikan untuk pembangunan masjid.
Apakah benar bila membayar zakat itu harus ada ijab qabul?,"Setiap transaksi (zakat) harus ada ijab dan qabulnya, baik secara tegas maupun tersirat"
Apakah orang yang berhutang wajib membayar zakat?,"Seseorang yang terlilit hutang dapat menerima zakat bila memenuhi beberapa kriteria, antara lain: Membutuhkan harta untuk membayar utangnya. Apabila ia memiliki harta (asset pribadi) untuk membayar hutangnya, walau itu berupa properti, ia tidak berhak menerima zakat."
Apakah orang yang punya hutang banyak wajib zakat?,"Gharim merupakan orang yang memiliki hutang. Orang yang memiliki hutang berhak menerima zakat. Namun, orang-orang yang berhutang untuk kepentingan maksiat seperti judi dan berhutang demi memulai bisnis lalu bangkrut, hak mereka untuk mendapat zakat akan gugur."
Apa saja yang tidak wajib dikeluarkan zakatnya?,Menurut mazhab maliki & Syafi'I harta terpendam selain emas & Perak tidak wajib dizakati.
Apakah anak yatim tidak berhak menerima zakat?,"anak yatim tidak berhak mendapatkan zakat, namun jika anak yatim itu berasal dari keluarga fakir-miskin, barulah mereka berhak mendapatkan zakat. Hak zakat mereka bukan sebagai anak yatim, melainkan fakir-miskin."
Apakah guru ngaji berhak menerima zakat mal?,zakat boleh diberikan kepada guru ngaji dan guru di sekolah.
Apakah boleh memberikan zakat kepada saudara kandung?,"boleh, dengan syarat-syarat tertentu. Syarat pertama adalah saudara kandung tersebut termasuk salah satu dari delapan golongan penerima zakat di atas. Misalnya, saudara kandung kita adalah fakir atau miskin, maka kita boleh memberikan zakat mal kepada mereka."
Kapan kita wajib mengeluarkan zakat mal?,"zakat mal wajib dikeluarkan setiap muslim apabila telah mencapai nisab (syarat minimum harta yang dapat dikategorikan sebagai wajib zakat) dan haul (masa kepemilikan harta sudah berlalu selama 12 bulan Qamariyah/tahun Hijriyah). Artinya, zakat mal bisa dikeluarkan apabila telah mencapai nisab dan haul."
Bolehkah memberikan zakat secara langsung tanpa perantara amil zakat?,"Ada memang yang berpendapat bahwa zakat boleh disalurkan sendiri, langsung kepada mustahik. Tetapi hal ini baru boleh dilakukan jika amil tidak ada atau ada amil, tetapi amil tersebut sudah terbukti tidak amanah."
Apakah zakat boleh ditransfer?,Apabila kita yakin penyalurannya akan sesuai dengan ketentuan syariat maka sah-sah saja kita bayar zakat dengan transfer karena memang tidak diwajibkan bertemu antara muzakki dan mustahiq
Bagaimana hukumnya bila membayar zakat via online transfer?,SAH DAN BOLEH
Manakah yang harus saya dahulukan antara membayar zakat atau membayar angsuran hutang?,"wajib didahulukan hutangnya dari pada zakat, sedangkan hutang yang masih jauh jatuh temponya, maka tidak menjadi penghalang untuk membayarkan zakat dari harta yang ada sekarang."
Bagaimana hukumnya ketika berzakat tetapi kita masih terlilit dengan hutang piutang yang belum bisa kita lunasi seluruhnya?,"Di dalam Al-Quran, jelas disebutkan bahwa orang yang terlilit dalam hutang dan sudah jatuh tempo atau disebutnya dengan gharimin, ia tidak wajib membayar zakat. "
Zakat Dulu atau Sedekah Dulu?,"zakat didahulukan,"
Jika seseorang itu mampu secara material dalam membayar zakat tapi orang tersebut enggan membayar zakat maka apa balasan bagi orang yang enggan membayar zakat?,"Apabila orang yang tidak mau membayar zakat adalah orang yang ingkar terhadap kewajibannya, maka dia telah kufur."
Siapakah orang yang boleh tidak mengeluarkan zakat fitrah?,Orang yang meninggal sebelum terbenam matahari pada akhir Ramadan. Anak yang terlahir selepas terbenam matahari pada akhir Ramadan. Orang yang baru memeluk agama Islam sesudah matahari terbenam pada akhir Ramadan.
Apakah anak kecil wajib membayar zakat?,"batas minimal orang yang wajib membayar zakat fitrah ialah anak kecil, yang dalam hal ini mencakup seorang bayi."
Bagaimana cara ambil menangani zakat fitrah yang sudah terkumpul?,"Apabila zakat telah terkumpul, maka amil zakat akan mendistribusikan zakat tersebut kepada para mustahiq zakat (penerima zakat)."
Berapakah zakat yang harus dikeluarkan dari harta terpendam rikaz?,"Mengenal Harta Rikaz, yang Pengeluaran Zakatnya Sebesar 20 Persen. Pengeluaran zakat 20 persen diperuntukkan bagi harta atau barang temuan yang terpendam."
Apakah orang fakir miskin wajib membayar zakat fitrah?, jika harta yang dimilikinya melebihi kebutuhan dirinya dan keluarganya maka wajib baginya untuk menunaikan zakat fitrah.
Apa perbedaan antara zakat dan pajak?,"1) Zakat merupakan manifestasi ketaatan ummat terhadap perintah Allah SWT dan Rasulullah SAW, sedangkan pajak merupakan ketaatan seorang warga negara kepada pemimpinnya. 2) Zakat telah ditentukan kadarnya di dalam al-Quran dan Hadis, sedangkan pajak dibentuk oleh hukum negara."
Bolehkah zakat mal diberikan dalam bentuk sembako?,"zakat maal boleh dalam bentuk benda/barang, asal sesuai dengan kebutuhannya. Misal, seorang mustahik memerlukan bahan pangan, maka zakat yang dikeluarkan bisa dalam bentuk beras, minyak, dan kebutuhan pokok lainnya."
Apakah keponakan boleh menerima zakat?,diperbolehkan memberikan zakat pada keluarga terdekat asalkan masuk ke dalam delapan asnag penerima zakat.
Apakah pemberian zakat harus diucapkan?,"Niat dalam zakat harus dilakukan sebelum atau pada saat mengeluarkan zakat. Niat tidak harus dilafalkan dengan lisan, tetapi cukup di dalam hati."
Uang yang disimpan di bank apakah wajib dizakati?,"Simpanan di bank berupa uang wajib dibayarkan zakatnya, baik itu berupa rekening tabungan, giro, maupun deposito yang dimiliki secara pribadi."
Bolehkah kita memberi zakat diwakilkan?,"boleh diwakilkan dan sah zakatnya, namun syarat wakil tersebut harus “tsiqah” (bisa dipercaya)"
Apakah wajib mengeluarkan zakat dari harta yang sedang digadaikan?,"Tidak ada kewajiban zakat atas emas yang sedang di gadaikan karena kepemilikan emas tersebut tidak dalam kepemilikan penuh, dan jika akan membayar zakat nya peminjam atau nasabah dapat menunggu hingga barang gadai tersebut sudah dalam kembali menjadi hak milik."
Siapakah yang lebih diutamakan dalam memberikan infaq?,"penerima sedekah yang paling pertama dan utama adalah keluarga. Sebelum memberikan sedekah kepada orang lain yang membutuhkan, tengok terlebih dahulu keluarga Anda."
Apa yang membedakan antara infak dan sedekah?,"Infak hanya terbatas pada amalan berupa harta, sementara sedekah cakupannya lebih luas seperti memberikan senyuman, menyingkirkan batu dari jalan, dan sebagainya"
Infaq bisa berupa apa saja?,"menafkahi keluarga, membantu dana untuk yatim piatu, fakir – miskin, menyumbang untuk operasional masjid, atau menolong orang yang terkena musibah"
Kapan sebaiknya infaq dilakukan?,diwaktu kapan saja dan dimana saja baik saat acara keagamaan maupun di saat sehabis sholat
Apakah boleh kita memberikan infak kepada orang tua?,"Apa saja harta yang kamu nafkahkan hendaklah diberikan kepada ibu-bapak, kaum kerabat, anak-anak yatim, orang-orang miskin, dan orang-orang yang sedang dalam perjalanan'. Dan apa saja kebaikan yang kamu buat, maka sesungguhnya Allah Maha Mengetahuinya"
Apakah infaq bisa ditentukan jumlahnya?,infak bersifat anjuran sehingga dibolehkan untuk ditetapkan pada jumlah tertentu.
Siapa sajakah golongan yang tidak boleh menerima infaq?,Orang kaya. Orang yang berfisik kuat dan berpenghasilan cukup. Orang yang tercukupi nafkahnya oleh yang menanggungnya. budak. orang kafir.
Apakah infaq di masjid termasuk amal jariyah?,"Jika amal yang sekali kita berikan manfaatnya cepat habis, maka disebut dengan shodaqoh atau infaq bukan jariyah. Seperti saat kita memberikan makan seseorang, karena makanan tersebut sifatnya mudah habis."
Apakah infaq boleh tidak berwujud uang?,"Hukum infak adalah sunnah. Apabila mampu, maka sangat dianjurkan untuk menginfakkan sedikit harta yang dimiliki."
Kapan hukum infaq menjadi wajib?,"Infak berhukum wajib ini dikeluarkan agar seseorang yang melakukan tidak mendapat dosa. Contoh infak wajib adalah membayar mas kawin. Bukan hanya mas kawin, contoh infak wajib lainnya adalah Kifarat atau kafarat."
